Term,Frequency,PostingList
cost,13,"{'1': [4821, 7257], '11': [109], '12': [1807, 5299, 12372], '16': [326, 1911, 1925, 2639, 3934, 3990, 4060, 4332, 4767, 4830, 5598], '17': [5897], '2': [3022, 3154], '21': [2954], '22': [504, 523], '23': [154], '24': [107, 1658], '26': [996], '7': [16208], '8': [428, 2641]}"
costa,2,"{'16': [8962], '7': [21123]}"
costif,1,{'1': [4803]}
costli,4,"{'11': [29, 673], '12': [5327], '22': [4307], '3': [936]}"
cotrain,2,"{'7': [17724], '8': [1100]}"
cotransport,1,{'11': [191]}
cotton,1,{'7': [19828]}
could,13,"{'1': [1361, 2162, 3379, 5060, 5095], '11': [607], '12': [644, 2264], '15': [1180, 2860, 4515], '17': [708, 3250, 3995], '2': [806, 1750, 1770, 1784, 1846, 1856, 3509, 3813, 4020], '21': [4022], '22': [1226, 1455, 3346, 5745, 5895, 7421, 9922], '23': [452], '26': [1818], '3': [354, 1137, 1145, 1329, 2001, 2066, 2157], '7': [715, 761, 2201, 2265, 3059, 3126, 3754, 3893, 6800, 8174, 12096, 12468, 13285, 13803, 14979, 15022, 15082, 15661, 15865, 15913, 16053, 16390, 16694, 16720, 16766, 16881, 17843, 18191, 18204, 18214, 18277, 18286, 18294, 18321, 18509, 18741], '8': [1326, 1526, 1636, 2252, 2287, 2326, 2420, 2522, 4199]}"
coulomb,2,"{'13': [4029], '14': [4029]}"
council,2,"{'1': [340, 9135], '3': [2540]}"
counsel,1,"{'9': [1314, 2080, 2229]}"
count,6,"{'12': [123, 3689, 6124, 6127, 6161, 6171, 6177, 6184, 6223, 6261, 6301, 6400, 6431, 8561, 8581, 11344, 12699, 12707, 12779, 12818], '15': [3163], '16': [7863], '2': [808], '23': [1163], '7': [22591, 22636]}"
counter,1,{'7': [2233]}
counteract,1,{'7': [14664]}
counterfactu,2,"{'1': [850, 1349, 2947, 3367, 3369, 3384, 3609, 3627, 3647, 3697, 3737, 3748, 3759, 3769, 3776, 3784, 3912, 3948, 6219, 6656, 6665, 6711, 6714, 8960, 9496], '7': [7966, 13176, 13796, 13809, 15664, 15824, 16393, 16547, 16562, 24878, 25172, 25697]}"
counterpart,3,"{'1': [2804], '23': [913, 987], '7': [3315, 6776, 11359, 12347, 17197]}"
counterpartwhichisgivenbi,2,"{'13': [425], '14': [425]}"
countri,3,"{'12': [9905], '15': [390], '7': [53]}"
coupl,3,"{'1': [1116, 1123, 6102], '22': [12358], '7': [4524, 18139]}"
cour,1,{'3': [1934]}
cours,7,"{'12': [455, 732, 10932], '13': [1615], '14': [1615], '25': [1115, 2750], '26': [6893], '8': [544], '9': [988, 1265]}"
court,1,{'3': [1132]}
courtesi,1,"{'3': [462, 604, 632, 1290, 1496, 1679, 1828, 1985, 2236]}"
courvil,1,"{'7': [21067, 21675]}"
cov,2,"{'17': [4269], '24': [2569]}"
covari,6,"{'13': [1852, 2313, 3339], '14': [1852, 2313, 3339], '21': [2007, 2023], '22': [7533, 7585, 7604, 7623, 12267], '23': [787, 1021], '9': [806]}"
covariancestationari,2,"{'13': [361], '14': [361]}"
cover,11,"{'1': [2276, 7228, 7253], '12': [174, 213], '13': [832], '14': [832], '15': [329, 911, 5493], '16': [3982, 4012, 7807], '17': [5149], '22': [1559], '25': [451], '3': [330], '7': [218, 928, 1096, 2383, 2839, 3689, 4341, 6501, 8281, 8546, 8937, 9006, 15536, 17779, 18071, 18890, 21114]}"
coverag,3,"{'1': [3354], '12': [7826], '7': [5768, 6393, 6475, 6532, 14695, 15002]}"
covercausalinferencewithmlmethod,2,"{'13': [3748], '14': [3748]}"
covid,4,"{'13': [3618], '14': [3618], '16': [4085, 5697, 7059, 9201], '18': [1954]}"
cowan,1,{'18': [2559]}
cox,3,"{'16': [7096], '22': [12281], '9': [802]}"
coyner,1,{'8': [3358]}
cp,1,{'23': [252]}
cpf,1,{'22': [5659]}
cpseudoclasslabelswith,1,{'22': [7816]}
cpsmsuedu,1,{'23': [18]}
cpu,1,"{'16': [3585, 3765, 3826, 4464, 4474, 4507, 4524, 4625, 4661, 4831, 7175, 9618]}"
cr,3,"{'13': [300], '14': [300], '9': [2083]}"
crabb,1,{'18': [2920]}
crack,1,{'16': [9172]}
crammer,1,{'26': [7012]}
crato,1,"{'12': [5479, 12315]}"
craven,2,"{'1': [2826, 3001, 5761, 5800, 7511, 8100], '7': [19927, 21889, 22860]}"
crawl,2,"{'17': [1283], '2': [966]}"
crcpress,3,"{'13': [4241], '14': [4241], '22': [11155, 12337]}"
cre,2,"{'16': [8746], '8': [1955]}"
creas,2,"{'16': [2390], '2': [62]}"
creat,9,"{'1': [1057, 1662, 1861, 2288, 3224, 3256, 6185], '11': [621, 1049], '17': [1217, 1230], '25': [1224, 2199, 2246], '26': [1916, 2093, 3420, 4673, 5115, 5137], '3': [238], '7': [578, 776, 1982, 5001, 7965, 8120, 8488, 9063, 9146, 9326, 9899, 10547, 10858, 11139, 13076, 13084, 15718, 17234, 17280, 19206], '8': [976, 1221, 1257, 1354, 1584, 1599], '9': [1469]}"
createa,1,{'15': [2345]}
creation,2,"{'15': [6972], '7': [929, 9067, 13795]}"
creativ,5,"{'1': [257, 807, 1430, 1979, 2469, 2727, 3220, 3547, 3973, 4516, 4999, 5438, 6024, 6380, 6957, 7369, 7843, 7986, 8373, 8920, 9419, 9655], '13': [329, 480, 622, 723, 821, 939, 1106, 1299, 1518, 1663, 1801, 1892, 1983, 2062, 2122, 2195, 2297, 2409, 2478, 2611, 2719, 2809, 2996, 3127, 3285, 3469, 3544, 3681, 3808, 4025, 4232, 4451, 4663, 4882, 4999], '14': [329, 480, 622, 723, 821, 939, 1106, 1299, 1518, 1663, 1801, 1892, 1983, 2062, 2122, 2195, 2297, 2409, 2478, 2611, 2719, 2809, 2996, 3127, 3285, 3469, 3544, 3681, 3808, 4025, 4232, 4451, 4663, 4882, 4999], '8': [308], '9': [960, 1503, 2258, 2337]}"
creativecommonsorglicensesbync,1,{'8': [314]}
credibl,2,"{'22': [1119], '7': [11384]}"
credit,3,"{'22': [8250], '3': [394], '7': [15767, 21146]}"
creel,1,{'1': [7960]}
crete,1,{'22': [5261]}
cri,3,"{'1': [8610], '26': [1493], '9': [13, 325]}"
crimin,1,"{'7': [21215, 21556]}"
criminolog,1,{'7': [21560]}
crisi,2,"{'13': [3612], '14': [3612]}"
cristianini,1,{'22': [10991]}
crit,2,"{'8': [3286], '9': [1879]}"
crite,1,{'25': [362]}
criteria,8,"{'1': [161, 768, 5543, 7405], '12': [2053, 2482, 4880], '17': [465], '2': [3535], '22': [691, 810, 963, 995, 1002, 1687, 2593, 2647, 3345, 9198, 11528], '24': [387, 486, 982, 1255, 1360, 2675, 2704], '26': [186, 524, 1437], '7': [1145, 2835, 6923, 7171, 11650, 14426, 15145, 15912, 15928, 15998, 16026, 16034, 16058, 16071, 16080, 19316]}"
criterion,9,"{'1': [7433, 7448, 7460, 7463], '12': [1148, 2005, 2015, 2195, 7209, 7562, 7592, 12980], '15': [2599], '17': [414, 503], '2': [3501, 3520], '22': [2448, 2461, 2818, 2834, 2868, 2986, 3087, 3313, 3464, 5642, 11447], '23': [333, 529, 650, 662, 765, 962, 1015, 1426, 1721, 1752], '24': [671, 730, 883, 890, 1140, 1185, 1433, 2854], '7': [1347, 3892, 15941, 16084, 16094]}"
criterionfor,1,{'26': [4111]}
critic,12,"{'1': [730], '12': [411, 1220, 1273, 5850, 5869, 6791], '15': [1855, 6678], '16': [5679], '17': [36, 174], '18': [1213], '2': [693, 788, 1237], '25': [311], '26': [465, 1431], '3': [917], '7': [262, 568, 3676, 13823, 13994, 14145, 15566, 17756, 19438, 22769, 22770, 25228, 25237], '8': [616, 2728, 3281]}"
criticalissueisknownasthecurseofdimensionalityitreferstothephenomenonthatdatabecom,1,{'22': [343]}
critiqu,2,"{'1': [7582], '7': [1902, 12030, 25223]}"
croarray,1,{'22': [11362]}
crone,1,"{'15': [3485, 6187, 6356, 7148]}"
cross,3,"{'18': [2867, 2877], '21': [2239, 5840], '25': [2794]}"
crossattent,1,{'21': [643]}
crossblock,1,{'21': [4172]}
crosschannel,1,"{'21': [3904, 3934]}"
crossdiffer,1,{'15': [1729]}
crossdimens,1,"{'21': [2247, 2276, 3924, 5844]}"
crossdomain,1,{'7': [21002]}
crossform,1,{'21': [1459]}
crossref,1,"{'8': [3060, 3083, 3109, 3150, 3173, 3194, 3213, 3289, 3307, 3323, 3335, 3355, 3401, 3412, 3430, 3448, 3461, 3471, 3493, 3522, 3565, 3578, 3592, 3609, 3629, 3650, 3669, 3683, 3703, 3721, 3744, 3769, 3785, 3833, 3852, 3880, 3904, 3924, 3949, 3965, 3992, 4022, 4048, 4074, 4093, 4119, 4147, 4170, 4190, 4211, 4229, 4250, 4273, 4293, 4315, 4339, 4359, 4380, 4396, 4421, 4443, 4475, 4491, 4525, 4542, 4558]}"
crossroad,1,{'7': [275]}
crosssect,2,"{'12': [8721], '7': [22038]}"
crosstim,1,{'21': [2275]}
crossvalid,4,"{'12': [2055], '15': [1705], '22': [9307], '26': [5072]}"
crosswis,1,{'7': [8614]}
croston,1,"{'12': [6187, 6206, 6211, 6228, 6255, 12736, 12808, 12844]}"
crowd,1,{'16': [7862]}
crowdsourc,1,"{'22': [4126, 12327]}"
crt,1,"{'8': [1898, 2229, 2238, 2267]}"
crucial,5,"{'1': [167, 961, 3625, 7208], '21': [3668], '22': [7977], '7': [175, 600, 1003, 3682, 15207, 15541, 17856], '8': [757, 2686]}"
cryptocurr,1,{'16': [8160]}
cryptograph,1,{'7': [18029]}
crystal,2,"{'22': [11307], '7': [25292]}"
crystalmaung,1,{'22': [10450]}
cs,2,"{'17': [1176], '2': [6068]}"
csai,2,"{'2': [1], '7': [382]}"
csampl,1,"{'26': [4322, 4356, 4571]}"
cschscrscf,1,{'17': [375]}
cscl,1,{'17': [178]}
cscolostateedu,1,{'25': [253]}
cscw,1,{'1': [8516]}
cse,1,{'21': [31]}
cslg,1,{'21': [559]}
csr,2,"{'13': [3173], '14': [3173]}"
csrisamethodforcombiningforecastsdevelopedbyelliottet,2,"{'13': [2814], '14': [2814]}"
csu,1,{'2': [4365]}
csur,1,{'3': [2384]}
csw,1,"{'22': [5088, 5089, 5096]}"
ct,3,"{'15': [7255], '16': [2490, 2567, 2572, 2726, 2728, 2778, 8146], '2': [1090]}"
ctar,1,"{'12': [4299, 4304, 4312]}"
ctc,1,"{'16': [2569, 2721, 2737, 2742, 2774, 2780]}"
ctgu,1,"{'16': [2566, 2777]}"
cti,1,{'16': [2494]}
ctmemori,1,"{'16': [2592, 2706, 2713, 2796]}"
ctnew,1,{'16': [2534]}
cto,1,{'22': [7203]}
ctslstm,1,{'16': [8439]}
cttanh,1,{'16': [2771]}
ctto,1,{'16': [2487]}
cturingdimens,1,{'2': [4357]}
cu,1,{'18': [132]}
cube,1,{'1': [4139]}
cuboid,1,"{'21': [2581, 2592]}"
cuboidlevel,1,{'21': [2594]}
cucchiara,1,{'7': [24401]}
cuchimera,1,"{'17': [5109, 5293]}"
cuda,1,{'17': [948]}
cudavisibledevic,1,{'17': [3890]}
cue,2,"{'1': [2300, 2305, 2330, 2336, 2383, 2499, 2547, 2552, 2666], '16': [7231]}"
cui,2,"{'16': [8213], '22': [11297]}"
cuisin,1,"{'1': [4802, 4808, 4818]}"
cul,1,{'18': [457]}
culat,1,{'21': [1760]}
culhan,1,{'8': [3343]}
cull,1,{'23': [1656]}
cult,8,"{'15': [733, 1607, 4373, 4509], '16': [1222], '17': [130, 3407, 4605], '18': [1799], '2': [1083, 1317, 4088], '24': [1618], '7': [1692, 5635, 6454, 10018], '9': [1926]}"
culti,2,"{'15': [659, 801, 1148, 3115], '24': [266]}"
cultur,2,"{'7': [19161], '9': [700, 1557]}"
cumbersom,1,"{'7': [4114, 6867]}"
cummin,1,"{'12': [1811, 9738]}"
cumra,1,{'12': [6567]}
cumul,1,"{'12': [2648, 2651, 9755]}"
cunivers,1,{'7': [51]}
cunjun,1,{'21': [5737]}
cunningham,1,"{'1': [1104, 8157]}"
cup,1,{'3': [1589]}
cur,3,"{'1': [8344], '16': [267], '18': [3100]}"
curaci,1,{'8': [1614]}
curat,1,{'8': [2964]}
curiti,1,{'16': [9584]}
curr,1,"{'8': [3208, 3284, 3408, 3426, 3741]}"
curram,1,"{'12': [4740, 11679]}"
curran,4,"{'1': [8874], '17': [5737, 5968], '18': [3410], '26': [7148]}"
currenc,2,"{'12': [12681], '16': [8159]}"
current,14,"{'1': [551, 4017, 4788, 5103, 6310], '12': [4170, 4839], '15': [70, 295, 554, 649, 7257, 7305], '16': [82, 555, 1478, 1606, 2138, 2356, 2829, 4544, 4679, 5601, 5815], '18': [804], '2': [324, 987, 5589], '22': [63, 1515, 6835, 8353, 8451, 9454, 9486], '23': [419], '25': [2529], '26': [263, 1687, 7006, 7202, 7223, 7304, 7427, 7433, 7453, 7466, 7551], '3': [199, 741, 1301, 1348], '7': [768, 4045, 8017, 9860, 9914, 9961, 12889, 12928, 14291, 17115, 24912, 25396], '8': [127, 3220], '9': [124]}"
currentpractic,1,{'9': [207]}
currentresearch,1,{'12': [448]}
curs,1,"{'23': [311, 666, 1052, 1075, 1828]}"
curtarolo,1,{'7': [25303]}
curti,1,{'17': [5648]}
curv,4,"{'15': [2189], '17': [659, 1163, 1719, 1823, 1825, 2032, 2768, 2842, 3094, 3150, 3356, 3623, 3644, 3659, 3807, 4459, 4806, 4824, 5052, 5085], '23': [1275], '8': [1721]}"
curvesthatnev,1,{'17': [432]}
cuse,1,{'18': [2024]}
cusonp,1,{'22': [3979]}
cuss,1,{'2': [1567]}
custom,4,"{'1': [3803, 4701, 6478], '16': [4572], '18': [968], '7': [16558]}"
customari,1,{'7': [646]}
cut,1,{'22': [11658]}
cv,1,"{'21': [217, 257, 3555, 4086, 4157, 4261]}"
cvpr,5,"{'2': [4553, 4662, 4812, 4989, 5185, 5674, 5859], '21': [4481, 4499], '22': [11868], '3': [2330], '7': [21838]}"
cw,1,{'8': [4176]}
cy,2,"{'12': [5027], '7': [20830, 22259]}"
cybenko,2,"{'13': [1939, 4037], '14': [1939, 4037]}"
cybern,2,"{'15': [6549, 6878, 7018, 7039], '16': [6508]}"
cybernet,1,{'7': [23421]}
cyberphi,1,{'16': [9446]}
cyberphys,1,"{'7': [13877, 17054, 25184]}"
cyberphysicalsoci,1,"{'7': [25764, 25816]}"
cybers,1,{'16': [9583]}
cybersecur,1,{'16': [5746]}
cycl,5,"{'1': [5183, 5249, 5413, 5505], '12': [1632, 4022, 10600], '16': [1118, 1301, 6656], '7': [15312, 17753], '8': [2249]}"
cyclic,2,"{'12': [12084], '16': [1124]}"
cz,1,{'7': [24382]}
czech,1,"{'17': [1460, 1478, 5446, 5464, 6055]}"
czechenglish,1,{'17': [5550]}
czechia,1,{'17': [18]}
czeng,1,"{'17': [1178, 1264, 1298, 1304, 1367, 1491, 2105, 2108, 2174, 2184, 2211, 2217, 2231, 2235, 2280, 2315, 2323, 2619, 3398, 3572, 5511, 5548]}"
cáková,1,{'17': [5493]}
da,7,"{'15': [1531], '16': [272, 8957, 8961, 8964], '18': [3332], '2': [716, 1890, 5838], '26': [5647, 5651, 5676, 6685], '7': [21122, 21954, 24034, 24624], '9': [1866]}"
dabkowski,1,{'7': [23015]}
dad,1,{'24': [1231]}
dagum,1,"{'12': [3013, 10836]}"
dahl,2,"{'12': [5128, 11732], '16': [6858]}"
dahua,1,{'22': [11125]}
dai,5,"{'15': [6670, 6672], '16': [7487, 7761], '18': [890, 2606, 3464], '21': [4649, 5656], '7': [24388]}"
daiet,1,"{'21': [4188, 4646]}"
daili,5,"{'12': [1813, 1888, 4987, 5663, 5788, 10017, 11623], '18': [442], '2': [1539, 1652], '8': [2319], '9': [507]}"
dailyspot,1,{'12': [5056]}
dairi,1,{'16': [9194]}
dakerwhit,1,{'9': [2045]}
dalil,2,"{'16': [10], '21': [5343]}"
dalli,1,{'2': [4871]}
dame,1,"{'26': [7251, 7253]}"
damo,1,"{'21': [18, 24]}"
damodaran,1,"{'12': [2179, 10193]}"
damp,1,"{'12': [618, 717, 783, 786, 9203, 9368, 9535, 10867, 11003, 11062]}"
dan,1,{'18': [2737]}
danci,2,"{'22': [3065, 3243, 3718], '25': [998]}"
dancyanalysisstep,1,{'22': [8567]}
dand,3,"{'23': [359], '24': [1292], '26': [897, 2451, 3255]}"
danda,1,{'22': [7396]}
danger,3,"{'23': [68], '3': [937], '7': [577, 5512, 18669]}"
daniel,5,"{'1': [7221], '17': [5708], '18': [2760], '21': [4370], '7': [31, 19571, 25455]}"
danielborup,2,"{'13': [3740], '14': [3740]}"
danilevski,1,{'22': [10702]}
danqi,1,"{'18': [2756, 2984, 3011]}"
dans,1,{'16': [7599]}
dapagliflozin,1,{'11': [209]}
daphnekol,1,{'22': [10983]}
dar,1,"{'18': [2982, 3009]}"
dara,1,{'21': [5326]}
darbellay,1,"{'12': [4630, 11743]}"
daresay,1,{'12': [8469]}
dargi,1,{'9': [1613]}
daria,1,{'22': [11702]}
dario,1,{'18': [3222]}
dark,2,"{'22': [5826], '7': [21513]}"
darpa,2,"{'3': [555, 633, 787, 2083, 2234, 2237, 2580], '7': [19730, 19865]}"
darrel,3,"{'1': [8484, 9124], '3': [2394, 2410], '7': [22131, 23772, 23799, 24647, 24789]}"
darrylstewart,1,{'22': [11317]}
dartboard,1,{'21': [2613]}
dash,1,"{'15': [3281, 7086]}"
dashboard,1,{'18': [2026]}
dasigi,1,{'18': [2650]}
dassen,1,{'9': [1824]}
dat,1,{'2': [60]}
data,20,"{'1': [180, 276, 286, 315, 1586, 2226, 2549, 2570, 3184, 3223, 3554, 4488, 5108, 5324, 5815, 5914, 6172, 6179, 6275, 6504, 6835, 7381, 7385, 7390, 7446, 7481, 7933, 8600, 8847, 9112, 9139, 9160, 9216, 9349, 9486, 9490, 9551, 9628], '11': [481, 520, 850], '12': [124, 947, 985, 1179, 1824, 1884, 1927, 1936, 1947, 2254, 3026, 3368, 3379, 3607, 4026, 4705, 4811, 4837, 5029, 5120, 5455, 5972, 6125, 6128, 6135, 6142, 6162, 6172, 6224, 6246, 6269, 6420, 6678, 6779, 6896, 7150, 7200, 8211, 8281, 8568, 8694, 8706, 8709, 8745, 8749, 8772, 9396, 9993, 10055, 10113, 10949, 10960, 11233, 12448, 12700, 12708, 12766, 13098, 13767, 13863, 13912], '13': [158, 356, 2448, 3222, 3233, 3237, 3693], '14': [158, 356, 2448, 3222, 3233, 3237, 3693], '15': [240, 1239, 1636, 1645, 2103, 2140, 2440, 2449, 2461, 2603, 2631, 2633, 2689, 3308, 3550, 3561, 4096, 4835, 5798, 5946, 6146, 6157, 6322, 6463, 7093], '16': [60, 166, 177, 197, 210, 219, 236, 283, 382, 397, 400, 440, 443, 455, 654, 894, 902, 925, 951, 968, 980, 1260, 1306, 1400, 1477, 1634, 1720, 1758, 1788, 1812, 2084, 2093, 2110, 2133, 2139, 2146, 2206, 2263, 2813, 2845, 3031, 3100, 3157, 3166, 3224, 3253, 3373, 3860, 4006, 4253, 4263, 4532, 4538, 5169, 5369, 5402, 5798, 5800, 5861, 5991, 6014, 6019, 6036, 6039, 6055, 6068, 6136, 6154, 6170, 6211, 6232, 6282, 6297, 6310, 6327, 6343, 6373, 6387, 6662, 6725, 7063, 7361, 7366, 7704, 7944, 7974, 8094, 8104, 8249, 8555, 8629, 8733, 8901, 9180, 9203, 9276, 9427, 9604], '17': [64, 93, 154, 158, 265, 864, 966, 1127, 1185, 1251, 1261, 1326, 1372, 1374, 1387, 1444, 1473, 1516, 1521, 1998, 2013, 2027, 2088, 2103, 2248, 2279, 2313, 2321, 2622, 2723, 2729, 2736, 2821, 3849, 3970, 4997, 5001, 5185, 5317, 5334], '18': [194, 709, 1554, 1828, 1929], '2': [412, 856, 884, 1096, 1390, 1408, 1855, 2266, 2273, 3007, 3703, 4270, 4855, 4865, 4942, 5586, 5719, 6011], '21': [276, 391, 588, 1116, 1141, 1690, 2093, 2590, 2638, 2648, 2664, 3233, 3282, 3297, 3354, 3813, 3832, 3839, 3847, 3968, 4205, 4273, 4404, 4571, 4906, 5361, 5380, 5543], '22': [1, 22, 25, 37, 41, 69, 75, 80, 82, 93, 168, 179, 184, 200, 205, 342, 371, 372, 506, 591, 623, 666, 1034, 1125, 1130, 1142, 1173, 1198, 1214, 1219, 1225, 1236, 1248, 1260, 1336, 1344, 1347, 1350, 1352, 1357, 1359, 1361, 1470, 1482, 1548, 1658, 1703, 1712, 1732, 1742, 1928, 2022, 2062, 2072, 2081, 2205, 2314, 2322, 2389, 2392, 2427, 2430, 2633, 2638, 2725, 3283, 3829, 4240, 4306, 4328, 4340, 4351, 4443, 4514, 4537, 4726, 4927, 5002, 5013, 5262, 5264, 5380, 5397, 5519, 5637, 5681, 5688, 6070, 6598, 6788, 6840, 6899, 6919, 6925, 6970, 7072, 7095, 7105, 7191, 7490, 7494, 7564, 7579, 7636, 7675, 7678, 7777, 7780, 7798, 7835, 7846, 8029, 8033, 8045, 8066, 8071, 8096, 8105, 8603, 8615, 8708, 8771, 8800, 8808, 8897, 8915, 8996, 9007, 9028, 9045, 9249, 9367, 9369, 9373, 9451, 9464, 9528, 9546, 9615, 9721, 9725, 9812, 9851, 9906, 9921, 9927, 9967, 10008, 10014, 10140, 10153, 10227, 10244, 10271, 10279, 10284, 10380, 10433, 10726, 10811, 10873, 11050, 11244, 11272, 11282, 11476, 11644, 11724, 11737, 11754, 11822, 12014, 12025, 12037, 12121, 12130, 12219], '23': [196, 214, 235, 755, 794, 839, 1009, 1038, 1046, 1064, 1101, 1122, 1225, 1411, 1433, 1440, 1511, 1528, 1594, 1624, 1658, 1718, 1766, 1803, 1810, 1833], '24': [53, 63, 193, 223, 230, 235, 333, 344, 346, 465, 658, 724, 762, 779, 794, 804, 810, 821, 849, 900, 991, 1030, 1081, 1083, 1133, 1408, 1476, 1530, 1712, 1750, 1944, 1989, 2092, 2115, 2154, 2228, 2236, 2241, 2275, 2280, 2350, 2522, 2531, 2632, 2691, 2744, 2759, 2926, 2978], '25': [57, 118, 143, 420, 428, 463, 578, 620, 1239, 1242, 1281, 1290, 1323, 1341, 1548, 1930, 1932, 1978, 1981, 2031, 2124, 2196, 2272, 2288, 2319, 2374, 2380, 2446, 2453, 2458, 2507, 2518, 2583, 2680, 2719, 2849, 2869, 2940, 3049, 3056, 3079, 3122, 3179], '26': [91, 142, 151, 159, 377, 414, 451, 592, 636, 904, 938, 1696, 1996, 2076, 2243, 2264, 2276, 2284, 2344, 2409, 2421, 2449, 2480, 2486, 2490, 2503, 2542, 2556, 3331, 3407, 3568, 3576, 3599, 3640, 3666, 3691, 3708, 4087, 4095, 4104, 4316, 4637, 4642, 4661, 4911, 4920, 5082, 5110, 5146, 5267, 6360, 6436, 6465, 6519, 6577, 6592, 6605, 6635, 6686, 6717, 6731, 7207], '3': [518, 817, 881, 966, 998, 1040, 1048, 1153, 2306], '7': [87, 276, 353, 846, 951, 956, 1206, 1292, 1317, 1620, 2598, 2696, 2867, 3042, 3073, 3105, 3143, 3495, 3672, 4161, 4389, 4403, 4444, 4587, 4925, 5065, 5093, 5172, 5183, 6049, 6237, 6279, 6754, 7443, 7673, 7844, 7951, 8062, 8471, 8475, 8733, 9087, 9167, 9269, 10035, 10884, 10921, 10960, 10972, 10999, 11236, 11279, 11396, 11729, 11750, 11982, 12005, 12040, 12296, 12332, 12371, 12385, 12426, 13139, 13237, 13404, 13498, 13629, 13743, 13801, 13902, 13951, 13976, 13995, 14003, 14016, 14028, 14044, 14068, 14130, 14146, 14168, 14178, 14185, 14193, 14201, 14307, 14318, 14343, 14537, 14846, 14943, 15302, 15475, 15632, 15697, 15754, 15840, 15843, 15847, 15849, 16179, 16248, 16384, 16489, 16590, 16682, 16712, 16746, 17013, 17026, 17041, 17067, 17076, 17087, 17095, 17109, 17120, 17126, 17142, 17157, 17164, 17173, 17211, 17217, 17227, 17242, 17255, 17298, 17302, 17329, 17332, 17368, 17380, 17387, 17399, 17452, 17475, 17483, 17486, 17493, 17500, 17508, 17539, 17579, 17639, 17654, 17675, 17709, 17730, 17743, 17761, 17777, 17783, 17794, 17809, 17860, 17864, 17866, 17878, 17883, 17900, 17904, 17909, 17914, 17918, 17920, 17929, 17939, 17967, 18053, 18061, 18079, 18084, 18114, 18126, 18161, 18179, 18209, 18223, 18233, 18236, 18246, 18260, 18284, 18307, 18425, 18427, 18620, 18678, 18686, 18697, 18713, 18733, 18797, 18957, 18963, 19390, 19398, 19439, 19442, 19447, 19504, 19656, 19926, 20077, 20287, 21059, 21119, 21237, 21311, 21331, 21373, 21426, 21530, 21933, 22040, 22184, 22321, 22392, 22592, 22637, 22784, 22802, 22807, 22894, 22938, 22948, 22963, 23047, 23062, 23119, 23133, 23171, 23231, 23316, 23382, 23407, 23479, 23997, 24131, 24184, 24214, 24706, 24841, 24955, 24959, 25073, 25188, 25191, 25215, 25229, 25231, 25234, 25238, 25243, 25255, 25262, 25266, 25296, 25511, 25540, 25547, 25551, 25599, 25605, 25716, 25719, 25722, 25742, 25762, 25776, 25799, 25814, 25832, 25848, 25885, 25923, 26011, 26017, 26054], '8': [19, 29, 60, 113, 121, 164, 204, 216, 401, 406, 422, 434, 441, 457, 476, 534, 549, 555, 559, 595, 598, 620, 662, 669, 674, 711, 723, 727, 738, 801, 811, 828, 907, 954, 1025, 1427, 1557, 1593, 1882, 1892, 1947, 2116, 2121, 2126, 2251, 2345, 2373, 2379, 2405, 2451, 2459, 2506, 2574, 2583, 2589, 2600, 2637, 2669, 2724, 2761, 2806, 2814, 2834, 2843, 2963, 3203, 3232, 3235, 3240, 3248, 3280, 3329, 3351, 3676, 4015, 4449, 4469, 4473], '9': [1416, 1425]}"
dataanalysi,2,"{'13': [4291, 4812], '14': [4291, 4812]}"
dataar,1,{'12': [1215]}
dataarrivesequentiallyinastream,1,{'22': [1465]}
databas,5,"{'1': [5236], '2': [4655], '26': [6501], '3': [2321], '7': [861, 6412, 13725, 13870, 14140, 17315, 23208, 25061]}"
datacaptur,1,{'8': [2681]}
datacouldbeassociatedwithmultipl,1,{'22': [4273]}
datad,1,{'2': [734]}
datadriven,2,"{'16': [8913], '7': [11218, 21355, 23151, 23166]}"
datadrivenanalyt,1,{'15': [7274]}
dataeconometrica,1,{'12': [13805]}
dataeditori,1,{'9': [1480]}
dataforexampl,3,"{'13': [2520], '14': [2520], '22': [6793]}"
datafsnet,1,{'22': [9762]}
dataheavi,1,{'1': [5120]}
